gene	canonical_length	longest_length
HGC6.3	172	172
HGD	446	446
HGF	729	729
HGFAC	656	663
HGH1	391	391
HGS	778	778
HGSNAT	636	636
HHAT	494	495
HHATL	505	505
HHEX	271	271
HHIP	701	701
HHIP-AS1	0	0
HHIPL1	783	783
HHIPL2	725	725
HHLA1	532	532
HHLA2	415	415
HHLA3	115	122
HIBADH	337	337
HIBCH	387	387
HIC1	734	734
HIC2	616	616
HID1	789	789
HID1-AS1	0	0
HIF1A	827	851
HIF1A-AS1	0	0
HIF1A-AS2	0	0
HIF1AN	350	350
HIF3A	670	670
HIGD1A	108	108
HIGD1B	100	100
HIGD1C	98	98
HIGD2A	107	107
HIGD2B	0	0
HIKESHI	198	198
HILPDA	64	64
HILS1	0	0
HINFP	518	518
HINT1	127	127
HINT2	164	164
HINT3	183	183
HIP1	1038	1038
HIP1R	1069	1069
HIPK1	1211	1211
HIPK1-AS1	0	0
HIPK2	1199	1199
HIPK3	1195	1216
HIPK4	617	617
HIPSTR	0	0
HIRA	1018	1018
HIRIP3	557	557
HIST1H1A	216	216
HIST1H1B	227	227
HIST1H1C	214	214
HIST1H1D	222	222
HIST1H1E	220	220
HIST1H1T	208	208
HIST1H2AA	132	132
HIST1H2AB	131	131
HIST1H2AC	131	131
HIST1H2AD	131	131
HIST1H2AE	131	131
HIST1H2AG	131	131
HIST1H2AH	129	129
HIST1H2AI	131	131
HIST1H2AJ	129	129
HIST1H2AK	131	131
HIST1H2AL	131	131
HIST1H2AM	131	131
HIST1H2APS1	0	0
HIST1H2BA	128	128
HIST1H2BB	127	127
HIST1H2BC	127	127
HIST1H2BD	127	127
HIST1H2BE	127	127
HIST1H2BF	127	127
HIST1H2BG	127	127
HIST1H2BH	127	127
HIST1H2BI	127	127
HIST1H2BJ	127	127
HIST1H2BK	127	127
HIST1H2BL	127	127
HIST1H2BM	127	127
HIST1H2BN	127	127
HIST1H2BO	127	127
HIST1H3A	137	137
HIST1H3B	137	137
HIST1H3C	137	137
HIST1H3D	137	137
HIST1H3E	137	137
HIST1H3F	137	137
HIST1H3G	137	137
HIST1H3H	137	137
HIST1H3I	137	137
HIST1H3J	137	137
HIST1H4A	104	104
HIST1H4B	104	104
HIST1H4C	104	104
HIST1H4D	104	104
HIST1H4E	104	104
HIST1H4F	104	104
HIST1H4G	99	99
HIST1H4H	104	104
HIST1H4I	104	104
HIST1H4J	104	104
HIST1H4K	104	104
HIST1H4L	104	104
HIST2H2AA3	131	131
HIST2H2AA4	131	131
HIST2H2AB	131	131
HIST2H2AC	130	130
HIST2H2BA	0	0
HIST2H2BC	0	0
HIST2H2BE	127	127
HIST2H2BF	135	135
HIST2H3A	137	137
HIST2H3C	137	137
HIST2H3D	137	137
HIST2H4A	104	104
HIST2H4B	104	104
HIST3H2A	131	131
HIST3H2BB	127	127
HIST3H3	137	137
HIST4H4	104	104
HIVEP1	2719	2719
HIVEP2	2447	2447
HIVEP3	2406	2407
HJURP	749	749
HK1	922	953
HK2	918	918
HK3	924	924
HKDC1	918	918
HKR1	660	660
HLA-A	366	366
HLA-B	363	363
HLA-C	367	367
HLA-DMA	262	262
HLA-DMB	264	264
HLA-DOA	251	251
HLA-DOB	274	274
HLA-DPA1	261	261
HLA-DPB1	259	259
HLA-DPB2	0	0
HLA-DQA1	256	256
HLA-DQA2	256	256
HLA-DQB1	262	270
HLA-DQB1-AS1	0	0
HLA-DQB2	228	265
HLA-DRA	255	255
HLA-DRB1	NA	267
HLA-DRB5	267	267
HLA-DRB6	0	0
HLA-E	359	359
HLA-F	443	443
HLA-F-AS1	0	0
HLA-G	339	339
HLA-H	0	0
HLA-J	0	0
HLA-L	0	0
HLCS	727	727
HLF	296	296
HLTF	1010	1010
HLTF-AS1	0	0
HLX	489	489
HLX-AS1	0	0
HM13	427	427
HM13-AS1	0	0
HMBOX1	421	445
HMBS	362	362
HMCES	355	355
HMCN1	5636	5636
HMCN2	4576	4576
HMG20A	348	348
HMG20B	318	318
HMGA1	108	108
HMGA1P7	0	0
HMGA2	110	148
HMGB1	216	216
HMGB2	210	210
HMGB3	201	221
HMGB3P1	0	0
HMGB4	187	187
HMGCL	326	326
HMGCLL1	371	371
HMGCR	889	889
HMGCS1	521	521
HMGCS2	509	509
HMGN1	101	101
HMGN2	91	91
HMGN2P46	0	0
HMGN3	131	131
HMGN3-AS1	0	0
HMGN4	91	91
HMGN5	283	283
HMGXB3	1293	1293
HMGXB4	602	602
HMHB1	42	42
HMMR	726	726
HMMR-AS1	0	0
HMOX1	289	289
HMOX2	317	371
HMP19	172	172
HMSD	140	140
HMX1	349	349
HMX2	274	274
HMX3	358	358
HN1	182	182
HN1L	191	191
HNF1A	632	639
HNF1A-AS1	0	0
HNF1B	558	558
HNF4A	475	475
HNF4A-AS1	0	0
HNF4G	446	446
HNMT	293	293
HNRNPA0	306	306
HNRNPA1	373	373
HNRNPA1L2	321	321
HNRNPA1P10	0	0
HNRNPA1P33	0	0
HNRNPA2B1	354	354
HNRNPA3	379	379
HNRNPA3P1	0	0
HNRNPAB	333	333
HNRNPC	307	307
HNRNPCL1	294	294
HNRNPCL2	294	294
HNRNPD	356	356
HNRNPDL	421	421
HNRNPF	416	416
HNRNPH1	450	450
HNRNPH2	450	450
HNRNPH3	347	347
HNRNPK	465	465
HNRNPKP3	0	0
HNRNPL	590	590
HNRNPLL	543	543
HNRNPM	731	731
HNRNPR	637	637
HNRNPU	826	826
HNRNPUL1	857	857
HNRNPUL2	748	748
HNRNPUL2-BSCL2	0	0
HOGA1	328	328
HOMER1	355	355
HOMER2	355	355
HOMER3	362	362
HOMEZ	551	551
HOOK1	729	729
HOOK2	720	720
HOOK3	719	719
HOPX	74	113
HORMAD1	395	395
HORMAD2	308	308
HORMAD2-AS1	0	0
HOST2	0	0
HOTAIR	0	0
HOTAIRM1	0	0
HOTS	152	152
HOTTIP	0	0
HOXA1	336	336
HOXA10	411	411
HOXA10-AS	0	0
HOXA10-HOXA9	0	0
HOXA11	314	314
HOXA11-AS	0	0
HOXA13	389	389
HOXA2	377	377
HOXA3	444	444
HOXA4	321	321
HOXA5	271	271
HOXA6	234	234
HOXA7	231	231
HOXA9	273	273
HOXA-AS2	0	0
HOXA-AS3	0	0
HOXB1	302	302
HOXB13	285	285
HOXB2	357	357
HOXB3	432	432
HOXB4	252	252
HOXB5	270	270
HOXB6	225	225
HOXB7	218	218
HOXB8	244	244
HOXB9	251	251
HOXB-AS1	0	0
HOXB-AS3	0	0
HOXC10	343	343
HOXC11	305	305
HOXC12	283	283
HOXC13	331	331
HOXC13-AS	0	0
HOXC4	265	265
HOXC5	223	223
HOXC6	236	236
HOXC8	243	243
HOXC9	261	261
HOXC-AS1	0	0
HOXC-AS2	0	0
HOXC-AS3	0	0
HOXD1	329	329
HOXD10	341	341
HOXD11	339	339
HOXD12	271	271
HOXD13	344	344
HOXD3	433	433
HOXD4	256	256
HOXD8	291	291
HOXD9	353	353
HOXD-AS2	0	0
HP	407	407
HP09053	0	0
HP1BP3	554	554
HPCA	194	194
HPCAL1	194	194
HPCAL4	192	192
HPD	394	394
HPDL	372	372
HPF1	347	347
HPGD	267	267
HPGDS	200	200
HPN	418	418
HPN-AS1	0	0
HPR	349	349
HPRT1	219	219
HPS1	701	701
HPS3	1005	1005
HPS4	704	709
HPS5	1130	1130
HPS6	776	776
HPSE	544	544
HPSE2	593	593
HPVC1	0	0
HPX	463	463
HPYR1	0	0
HR	1190	1190
HRAS	190	190
HRASLS	274	274
HRASLS2	163	163
HRASLS5	280	280
HRAT13	0	0
HRAT17	0	0
HRAT5	0	0
HRAT56	0	0
HRAT92	0	0
HRC	700	700
HRCT1	116	116
HRG	526	526
HRH1	488	488
HRH2	398	398
HRH3	446	446
HRH4	391	391
HRK	92	92
HRNR	2851	2851
HS1BP3	393	393
HS1BP3-IT1	0	0
HS2ST1	357	357
HS3ST1	308	308
HS3ST2	368	368
HS3ST3A1	407	407
HS3ST3B1	391	391
HS3ST4	457	457
HS3ST5	347	347
HS3ST6	343	343
HS6ST1	412	412
HS6ST2	646	646
HS6ST2-AS1	0	0
HS6ST3	472	472
HSBP1	77	77
HSBP1L1	75	75
HSCB	236	236
HSD11B1	293	293
HSD11B1L	334	334
HSD11B2	406	406
HSD17B1	329	330
HSD17B10	262	262
HSD17B11	301	301
HSD17B12	313	313
HSD17B13	301	301
HSD17B14	271	271
HSD17B2	388	388
HSD17B3	311	311
HSD17B4	737	762
HSD17B6	318	318
HSD17B7	342	342
HSD17B7P2	0	0
HSD17B8	262	262
HSD3B1	374	374
HSD3B2	373	373
HSD3B7	370	370
HSD3BP4	0	0
HSD52	0	0
HSDL1	331	331
HSDL2	419	419
HSF1	530	530
HSF2	537	537
HSF2BP	335	335
HSF4	493	493
HSF5	597	597
HSFX1	424	424
HSFX2	424	424
HSFY1	402	402
HSFY1P1	0	0
HSFY2	402	402
HSH2D	353	353
HSP90AA1	855	855
HSP90AB1	725	725
HSP90AB4P	0	0
HSP90B1	804	804
HSP90B2P	0	0
HSPA12A	676	693
HSPA12B	687	687
HSPA13	472	472
HSPA14	510	510
HSPA1A	642	642
HSPA1B	642	642
HSPA1L	642	642
HSPA2	640	640
HSPA4	841	841
HSPA4L	840	871
HSPA5	655	655
HSPA6	644	644
HSPA7	0	0
HSPA8	647	647
HSPA9	680	680
HSPB1	206	206
HSPB11	145	145
HSPB2	183	183
HSPB2-C11orf52	0	0
HSPB3	151	151
HSPB6	161	161
HSPB7	171	171
HSPB8	197	197
HSPB9	160	160
HSPBAP1	489	489
HSPBP1	360	406
HSPC324	0	0
HSPD1	574	574
HSPE1	103	103
HSPE1-MOB4	262	262
HSPG2	4392	4393
HSPH1	859	861
HTATIP2	277	277
HTATSF1	756	756
HTATSF1P2	0	0
HTN1	58	58
HTN3	52	52
HTR1A	423	423
HTR1B	391	391
HTR1D	378	378
HTR1E	366	366
HTR1F	367	367
HTR2A	472	472
HTR2A-AS1	0	0
HTR2B	482	482
HTR2C	459	459
HTR3A	517	517
HTR3B	442	442
HTR3C	448	448
HTR3D	455	455
HTR3E	483	483
HTR3E-AS1	0	0
HTR4	429	429
HTR5A	358	358
HTR5A-AS1	0	0
HTR6	441	441
HTR7	480	480
HTR7P1	0	0
HTRA1	481	481
HTRA2	459	459
HTRA3	454	454
HTRA4	477	477
HTT	3143	3143
HTT-AS	0	0
HULC	0	0
HUNK	715	715
HUS1	281	281
HUS1B	279	279
HUWE1	4375	4375
HVCN1	274	274
HYAL1	436	436
HYAL2	474	474
HYAL3	418	418
HYAL4	482	482
HYALP1	0	0
HYDIN	5122	5122
HYI	278	303
HYKK	374	374
HYLS1	300	300
HYMAI	0	0
HYOU1	1000	1000
HYPK	130	130
HYPM	118	118
IAH1	249	249
IAPP	90	90
IARS	1263	1263
IARS2	1013	1013
IBA57	357	357
IBA57-AS1	0	0
IBSP	318	318
IBTK	1354	1354
ICA1	484	484
ICA1L	483	483
ICAM1	533	533
ICAM2	276	276
ICAM3	548	548
ICAM4	273	273
ICAM5	925	925
ICE1	2267	2267
ICE2	983	983
ICK	633	633
ICMT	285	285
ICOS	200	200
ICOSLG	303	310
ID1	156	156
ID2	135	135
ID2-AS1	0	0
ID3	120	120
ID4	162	162
IDE	1020	1020
IDH1	415	415
IDH1-AS1	0	0
IDH2	453	453
IDH3A	367	367
IDH3B	386	388
IDH3G	394	394
IDI1	285	285
IDI2	228	228
IDI2-AS1	0	0
IDNK	188	188
IDO1	404	404
IDO2	421	421
IDS	551	551
IDUA	654	654
IER2	224	224
IER3	157	157
IER3IP1	83	83
IER5	328	328
IER5L	405	405
IFFO1	572	572
IFFO2	518	518
IFI16	730	730
IFI27	120	120
IFI27L1	105	105
IFI27L2	131	131
IFI30	251	251
IFI35	289	289
IFI44	445	445
IFI44L	453	453
IFI6	139	139
IFIH1	1026	1026
IFIT1	479	479
IFIT1B	475	475
IFIT2	473	473
IFIT3	491	491
IFIT5	483	483
IFITM1	126	126
IFITM10	229	229
IFITM2	133	133
IFITM3	134	134
IFITM4P	0	0
IFITM5	133	133
IFNA1	190	190
IFNA10	190	190
IFNA13	191	191
IFNA14	190	190
IFNA16	190	190
IFNA17	190	190
IFNA2	189	189
IFNA21	190	190
IFNA22P	0	0
IFNA4	190	190
IFNA5	190	190
IFNA6	190	190
IFNA7	190	190
IFNA8	190	190
IFNAR1	558	558
IFNAR2	516	516
IFNB1	188	188
IFNE	209	209
IFNG	167	167
IFNG-AS1	0	0
IFNGR1	490	490
IFNGR2	338	357
IFNK	208	208
IFNL1	201	201
IFNL2	201	201
IFNL3	197	201
IFNL4	0	0
IFNLR1	521	521
IFNW1	196	196
IFRD1	452	452
IFRD2	507	507
IFT122	1242	1293
IFT140	1463	1463
IFT172	1750	1750
IFT20	149	159
IFT22	186	186
IFT27	187	187
IFT43	209	214
IFT46	356	356
IFT52	438	438
IFT57	430	430
IFT74	601	601
IFT74-AS1	0	0
IFT80	778	778
IFT81	677	677
IFT88	825	834
IGBP1	340	340
IGBP1P1	0	0
IGDCC3	815	815
IGDCC4	1251	1251
IGF1	196	196
IGF1R	1368	1368
IGF2	237	237
IGF2-AS	0	0
IGF2BP1	578	578
IGF2BP2	600	606
IGF2BP2-AS1	0	0
IGF2BP3	580	580
IGF2R	2492	2492
IGFALS	644	644
IGFBP1	260	260
IGFBP2	326	326
IGFBP3	298	298
IGFBP4	259	259
IGFBP5	273	273
IGFBP6	241	241
IGFBP7	283	283
IGFBP7-AS1	0	0
IGFBPL1	279	279
IGFL1	111	111
IGFL2	120	131
IGFL2-AS1	0	0
IGFL3	126	126
IGFL4	125	125
IGFLR1	356	356
IGFN1	3709	3709
IGHMBP2	994	994
IGHV1OR15-1	0	0
IGHV1OR15-3	0	0
IGIP	54	54
IGLL1	214	214
IGLL3P	0	0
IGLL5	140	215
IGLON5	337	337
IGSF1	1342	1342
IGSF10	2624	2624
IGSF11	432	432
IGSF11-AS1	0	0
IGSF21	468	468
IGSF22	1327	1327
IGSF23	193	193
IGSF3	1215	1215
IGSF5	408	408
IGSF6	242	242
IGSF8	614	614
IGSF9	1180	1180
IGSF9B	1438	1438
IHH	412	412
IK	558	558
IKBIP	378	378
IKBKAP	1333	1333
IKBKB	757	757
IKBKE	717	717
IKBKG	488	488
IKZF1	520	520
IKZF2	527	527
IKZF3	510	510
IKZF4	586	586
IKZF5	420	420
IL10	179	179
IL10RA	579	579
IL10RB	326	326
IL10RB-AS1	0	0
IL11	200	200
IL11RA	423	423
IL12A	254	254
IL12A-AS1	0	0
IL12B	329	329
IL12RB1	663	703
IL12RB2	863	863
IL13	147	147
IL13RA1	428	428
IL13RA2	381	381
IL15	163	163
IL15RA	354	354
IL16	1333	1333
IL17A	156	156
IL17B	181	181
IL17C	198	198
IL17D	203	203
IL17F	164	164
IL17RA	867	867
IL17RB	503	503
IL17RC	792	792
IL17RD	740	740
IL17RE	708	708
IL17REL	337	337
IL18	194	194
IL18BP	195	200
IL18R1	542	542
IL18RAP	600	600
IL19	216	216
IL1A	272	272
IL1B	270	270
IL1F10	153	153
IL1R1	570	570
IL1R2	399	399
IL1RAP	688	688
IL1RAPL1	697	697
IL1RAPL2	687	687
IL1RL1	557	557
IL1RL2	576	576
IL1RN	178	181
IL2	154	154
IL20	177	177
IL20RA	554	554
IL20RB	312	312
IL21	163	163
IL21-AS1	0	0
IL21R	539	561
IL21R-AS1	0	0
IL22	180	180
IL22RA1	575	575
IL22RA2	264	264
IL23A	190	190
IL23R	630	630
IL24	208	208
IL25	162	178
IL26	172	172
IL27	244	244
IL27RA	637	637
IL2RA	273	273
IL2RB	552	552
IL2RG	370	370
IL3	153	153
IL31	165	165
IL31RA	765	765
IL32	189	235
IL33	271	271
IL34	243	243
IL36A	159	159
IL36B	165	165
IL36G	170	170
IL36RN	156	156
IL37	219	219
IL3RA	379	379
IL4	154	154
IL4I1	568	590
IL4R	826	826
IL5	135	135
IL5RA	421	421
IL6	213	213
IL6R	469	469
IL6ST	919	919
IL7	178	178
IL7R	460	460
IL9	145	145
IL9R	522	522
ILDR1	547	547
ILDR2	640	640
ILF2	391	391
ILF3	899	899
ILF3-AS1	0	0
ILK	453	453
ILKAP	393	393
ILVBL	633	633
IMMP1L	167	167
IMMP2L	176	176
IMMT	759	759
IMP3	185	185
IMP4	292	292
IMPA1	337	337
IMPA2	289	289
IMPACT	321	321
IMPAD1	360	360
IMPDH1	600	600
IMPDH2	515	515
IMPG1	798	798
IMPG2	1242	1242
INA	500	500
INAFM1	143	143
INAFM2	154	154
INCA1	237	237
INCENP	919	919
INE1	0	0
INE2	0	0
INF2	1250	1250
ING1	423	423
ING2	281	281
ING3	419	419
ING4	250	250
ING5	241	255
INGX	0	0
INHA	367	367
INHBA	427	427
INHBA-AS1	0	0
INHBB	408	408
INHBC	353	353
INHBE	351	351
INIP	105	105
INMT	264	264
INMT-FAM188B	0	0
INO80	1557	1557
INO80B	357	357
INO80B-WBP1	0	0
INO80C	229	229
INO80D	1028	1028
INO80E	245	245
INPP1	400	400
INPP4A	978	978
INPP4B	925	939
INPP5A	413	413
INPP5B	914	914
INPP5D	1162	1163
INPP5E	645	645
INPP5F	1133	1133
INPP5J	639	1007
INPP5K	449	449
INPPL1	1259	1259
INS	111	111
INSC	580	580
INSIG1	278	331
INSIG2	226	226
INS-IGF2	201	201
INSL3	158	158
INSL4	140	140
INSL5	136	136
INSL6	214	214
INSM1	511	511
INSM2	567	567
INSR	1383	1383
INSRR	1298	1298
INTS1	2191	2191
INTS10	711	711
INTS11	601	607
INTS12	463	463
INTS13	707	707
INTS14	501	501
INTS2	1205	1205
INTS3	1043	1043
INTS4	964	964
INTS4P2	0	0
INTS5	1020	1020
INTS6	888	888
INTS6-AS1	0	0
INTS6L	862	862
INTS7	963	963
INTS8	996	996
INTS9	635	659
INTU	943	943
INVS	1066	1066
IP6K1	442	442
IP6K2	427	427
IP6K3	411	411
IPCEF1	439	439
IPMK	417	417
IPO11	1016	1016
IPO11-LRRC70	0	0
IPO13	964	964
IPO4	1082	1082
IPO5	1116	1116
IPO5P1	0	0
IPO7	1039	1039
IPO8	1038	1038
IPO9	1042	1042
IPO9-AS1	0	0
IPP	585	585
IPPK	492	492
IPW	0	0
IQCA1	831	831
IQCA1L	818	818
IQCB1	599	599
IQCC	467	547
IQCD	348	450
IQCE	696	703
IQCF1	206	206
IQCF2	165	165
IQCF3	155	155
IQCF4	0	0
IQCF5	149	149
IQCF5-AS1	0	0
IQCF6	108	108
IQCG	444	444
IQCH	1028	1028
IQCH-AS1	0	0
IQCJ	160	160
IQCJ-SCHIP1	564	564
IQCJ-SCHIP1-AS1	0	0
IQCK	288	288
IQGAP1	1658	1658
IQGAP2	1576	1576
IQGAP3	1632	1632
IQSEC1	1115	1115
IQSEC2	1489	1489
IQSEC3	1183	1183
IQUB	792	792
IRAIN	0	0
IRAK1	713	713
IRAK1BP1	261	261
IRAK2	626	626
IRAK3	597	597
IRAK4	461	461
IREB2	964	964
IRF1	326	326
IRF2	350	350
IRF2BP1	585	585
IRF2BP2	588	588
IRF2BPL	797	797
IRF3	453	453
IRF4	452	452
IRF5	515	515
IRF6	468	468
IRF7	504	517
IRF8	427	427
IRF9	394	394
IRGC	464	464
IRGM	182	215
IRGQ	624	624
IRS1	1243	1243
IRS2	1339	1339
IRS4	1258	1258
IRX1	481	481
IRX2	472	472
IRX3	502	502
IRX4	520	546
IRX5	484	484
IRX6	447	447
ISCA1	130	130
ISCA2	155	155
ISCU	168	168
ISG15	166	166
ISG20	182	182
ISG20L2	354	354
ISL1	350	350
ISL2	360	360
ISLR	429	429
ISLR2	746	746
ISM1	465	465
ISM1-AS1	0	0
ISM2	572	572
ISOC1	299	299
ISOC2	222	222
ISPD	452	452
ISPD-AS1	0	0
IST1	367	380
ISX	246	246
ISX-AS1	0	0
ISY1	308	308
ISY1-RAB43	332	332
ISYNA1	559	559
ITCH	904	904
ITFG1	613	613
ITFG1-AS1	0	0
ITFG2	448	448
ITGA1	1180	1180
ITGA10	1168	1168
ITGA11	1189	1189
ITGA2	1182	1182
ITGA2B	1040	1040
ITGA3	1052	1052
ITGA4	1033	1033
ITGA5	1050	1050
ITGA6	1092	1092
ITGA7	1142	1142
ITGA8	1064	1064
ITGA9	1036	1036
ITGA9-AS1	0	0
ITGAD	1162	1163
ITGAE	1180	1180
ITGAL	1171	1171
ITGAM	1154	1154
ITGAV	1049	1049
ITGAX	1164	1170
ITGB1	799	802
ITGB1BP1	201	201
ITGB1BP2	348	348
ITGB2	770	770
ITGB2-AS1	0	0
ITGB3	789	789
ITGB3BP	217	217
ITGB4	1823	1823
ITGB5	800	800
ITGB6	789	789
ITGB7	799	799
ITGB8	770	770
ITGBL1	495	495
ITIH1	912	912
ITIH2	947	947
ITIH3	891	891
ITIH4	931	931
ITIH4-AS1	0	0
ITIH5	943	943
ITIH6	1314	1314
ITK	621	621
ITLN1	314	314
ITLN2	326	326
ITM2A	264	264
ITM2B	267	267
ITM2C	268	268
ITPA	195	195
ITPK1	415	415
ITPK1-AS1	0	0
ITPKA	462	462
ITPKB	947	947
ITPKB-IT1	0	0
ITPKC	684	684
ITPR1	2744	2744
ITPR1-AS1	0	0
ITPR2	2702	2702
ITPR3	2672	2672
ITPRIP	548	548
ITPRIPL1	548	564
ITPRIPL2	536	536
ITSN1	1722	1722
ITSN2	1698	1698
IVD	427	427
IVL	586	586
IVNS1ABP	643	643
IWS1	820	820
IYD	294	294
IZUMO1	351	351
IZUMO1R	251	251
IZUMO2	222	247
IZUMO3	234	234
IZUMO4	233	233
JADE1	843	843
JADE2	791	851
JADE3	824	824
JAG1	1219	1219
JAG2	1239	1239
JAGN1	184	184
JAK1	1155	1155
JAK2	1133	1133
JAK3	1125	1125
JAKMIP1	832	832
JAKMIP2	821	821
JAKMIP2-AS1	0	0
JAKMIP3	845	991
JAM2	313	313
JAM3	311	311
JAML	395	395
JARID2	1247	1247
JARID2-AS1	0	0
JAZF1	244	244
JAZF1-AS1	0	0
JCHAIN	160	160
JDP2	175	175
JHDM1D-AS1	0	0
JKAMP	312	326
JMJD1C	2541	2541
JMJD1C-AS1	0	0
JMJD4	464	464
JMJD6	415	415
JMJD7	317	317
JMJD7-PLA2G4B	1013	1013
JMJD8	286	286
JMY	989	989
JOSD1	203	203
JOSD2	189	189
JPH1	662	662
JPH2	697	697
JPH3	749	749
JPH4	629	629
JPX	0	0
JRK	557	569
JRKL	525	525
JRKL-AS1	0	0
JSRP1	332	332
JTB	147	147
JUN	332	332
JUNB	348	348
JUND	348	348
JUP	746	746
KAAG1	85	85
KALRN	2987	2987
KANK1	1353	1353
KANK2	860	860
KANK3	822	822
KANK4	996	996
KANSL1	1106	1106
KANSL1-AS1	0	0
KANSL1L	988	988
KANSL2	493	493
KANSL3	879	879
KANTR	0	0
KARS	626	626
KAT14	783	783
KAT2A	838	838
KAT2B	833	833
KAT5	547	547
KAT6A	2005	2005
KAT6B	2074	2074
KAT7	612	612
KAT8	468	468
KATNA1	492	492
KATNAL1	491	491
KATNAL2	467	467
KATNB1	656	656
KATNBL1	305	305
KATNBL1P6	0	0
KAZALD1	305	305
KAZN	776	776
KBTBD11	624	624
KBTBD11-OT1	0	0
KBTBD12	624	624
KBTBD13	459	459
KBTBD2	624	624
KBTBD3	613	613
KBTBD4	535	568
KBTBD6	675	675
KBTBD7	685	685
KBTBD8	602	602
KC6	0	0
KCCAT198	0	0
KCCAT333	0	0
KCMF1	382	382
KCNA1	496	496
KCNA10	512	512
KCNA2	500	500
KCNA3	576	576
KCNA4	654	654
KCNA5	614	614
KCNA6	530	530
KCNA7	457	457
KCNAB1	420	420
KCNAB1-AS1	0	0
KCNAB1-AS2	0	0
KCNAB2	416	416
KCNAB3	405	405
KCNB1	859	859
KCNB2	912	912
KCNC1	586	586
KCNC2	639	639
KCNC3	758	758
KCNC4	636	636
KCNC4-AS1	0	0
KCND1	648	648
KCND2	631	631
KCND3	656	656
KCND3-AS1	0	0
KCND3-IT1	0	0
KCNE1	130	130
KCNE2	124	124
KCNE3	104	104
KCNE4	222	222
KCNE5	143	143
KCNF1	495	495
KCNG1	514	514
KCNG2	467	467
KCNG3	437	437
KCNG4	520	520
KCNH1	990	990
KCNH2	1160	1160
KCNH3	1084	1084
KCNH4	1018	1018
KCNH5	989	989
KCNH6	995	995
KCNH7	1197	1197
KCNH8	1108	1108
KCNIP1	226	242
KCNIP2	286	286
KCNIP2-AS1	0	0
KCNIP3	257	257
KCNIP4	226	251
KCNIP4-IT1	0	0
KCNJ1	392	392
KCNJ10	380	380
KCNJ11	391	391
KCNJ12	434	434
KCNJ13	361	361
KCNJ14	437	437
KCNJ15	376	376
KCNJ16	454	454
KCNJ2	428	428
KCNJ2-AS1	0	0
KCNJ3	502	502
KCNJ4	446	446
KCNJ5	420	420
KCNJ6	424	424
KCNJ8	425	425
KCNJ9	394	394
KCNK1	337	337
KCNK10	544	544
KCNK12	431	431
KCNK13	409	409
KCNK15	331	331
KCNK15-AS1	0	0
KCNK16	310	323
KCNK17	333	333
KCNK18	385	385
KCNK2	412	427
KCNK3	395	395
KCNK4	394	394
KCNK4-TEX40	0	0
KCNK5	500	500
KCNK6	314	314
KCNK7	308	308
KCNK9	0	375
KCNMA1	1237	1237
KCNMA1-AS1	0	0
KCNMA1-AS2	0	0
KCNMA1-AS3	0	0
KCNMB1	192	192
KCNMB2	236	236
KCNMB2-AS1	0	0
KCNMB3	280	280
KCNMB4	211	211
KCNN1	544	544
KCNN2	580	580
KCNN3	747	747
KCNN4	428	428
KCNQ1	677	677
KCNQ1-AS1	0	0
KCNQ1DN	0	0
KCNQ1OT1	0	0
KCNQ2	873	873
KCNQ3	873	873
KCNQ4	696	696
KCNQ5	952	952
KCNQ5-AS1	0	0
KCNQ5-IT1	0	0
KCNRG	273	273
KCNS1	527	527
KCNS2	478	478
KCNS3	492	492
KCNT1	1236	1236
KCNT2	1136	1136
KCNU1	1150	1150
KCNV1	501	501
KCNV2	546	546
KCP	1503	1503
KCTD1	866	866
KCTD10	314	315
KCTD11	233	233
KCTD12	326	326
KCTD13	330	330
KCTD14	256	256
KCTD15	284	284
KCTD16	429	429
KCTD17	298	322
KCTD18	427	427
KCTD19	927	927
KCTD2	264	264
KCTD20	420	420
KCTD21	261	261
KCTD21-AS1	0	0
KCTD3	816	816
KCTD4	260	260
KCTD5	235	235
KCTD6	238	238
KCTD7	290	290
KCTD8	474	474
KCTD9	390	390
KDELC1	503	503
KDELC2	508	508
KDELR1	213	213
KDELR2	213	213
KDELR3	221	221
KDF1	399	399
KDM1A	877	877
KDM1B	591	591
KDM2A	1163	1163
KDM2B	1337	1337
KDM3A	1322	1322
KDM3B	1762	1762
KDM4A	1065	1065
KDM4A-AS1	0	0
KDM4B	1097	1097
KDM4C	1057	1057
KDM4D	524	524
KDM4E	507	507
KDM5A	1691	1691
KDM5B	1545	1581
KDM5C	1561	1561
KDM5D	1571	1571
KDM6A	1402	1454
KDM6B	1683	1683
KDM7A	942	942
KDM8	455	455
KDR	1357	1357
KDSR	333	333
KEAP1	625	625
KEL	733	733
KERA	353	353
KHDC1	165	238
KHDC1L	129	129
KHDC3L	218	218
KHDRBS1	444	444
KHDRBS2	350	350
KHDRBS3	347	347
KHK	299	299
KHNYN	679	720
KHSRP	712	712
KIAA0040	100	100
KIAA0087	0	0
KIAA0100	2236	2236
KIAA0141	516	516
KIAA0232	1396	1396
KIAA0319	1073	1073
KIAA0319L	1050	1050
KIAA0355	1071	1071
KIAA0368	2018	2018
KIAA0391	584	584
KIAA0408	695	695
KIAA0430	1743	1743
KIAA0513	412	412
KIAA0556	1619	1619
KIAA0586	1645	1645
KIAA0753	968	968
KIAA0754	1428	1428
KIAA0825	1276	1276
